Logging to ./logs_PPO_0.0
---------------------------------
| rollout/           |          |
| time/              |          |
|    fps             | 0        |
|    iterations      | 184      |
|    time_elapsed    | 81907    |
|    total_timesteps | 23552    |
| train/             |          |
|    adaptive_beta   | 0.407    |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 42.7        |
|    ep_rew_mean          | -216        |
| time/                   |             |
|    fps                  | 0           |
|    iterations           | 185         |
|    time_elapsed         | 82167       |
|    total_timesteps      | 23680       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.009461805 |
|    clip_fraction        | 0.0359      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -1.19e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 969         |
|    n_updates            | 1840        |
|    policy_gradient_loss | -0.0432     |
|    value_loss           | 2.15e+03    |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 42.6         |
|    ep_rew_mean          | -216         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 186          |
|    time_elapsed         | 82432        |
|    total_timesteps      | 23808        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0096904915 |
|    clip_fraction        | 0.0336       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -2.38e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.34e+03     |
|    n_updates            | 1850         |
|    policy_gradient_loss | -0.0454      |
|    value_loss           | 2.66e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.1         |
|    ep_rew_mean          | -218         |
| time/                   |              |
|    fps                  | 0            |
|    iterations           | 187          |
|    time_elapsed         | 82694        |
|    total_timesteps      | 23936        |
| train/                  |              |
|    adaptive_beta        | 0.407        |
|    approx_kl            | 0.0051361206 |
|    clip_fraction        | 0.0117       |
|    clip_range           | 0.2          |
|    entropy_loss         | -10.3        |
|    explained_variance   | -7.15e-07    |
|    learning_rate        | 0.0003       |
|    loss                 | 1.14e+03     |
|    n_updates            | 1860         |
|    policy_gradient_loss | -0.0304      |
|    value_loss           | 2.31e+03     |
------------------------------------------
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 101         |
|    mean_reward          | -54.5       |
| time/                   |             |
|    total_timesteps      | 24064       |
| train/                  |             |
|    adaptive_beta        | 0.407       |
|    approx_kl            | 0.012772594 |
|    clip_fraction        | 0.0625      |
|    clip_range           | 0.2         |
|    entropy_loss         | -10.3       |
|    explained_variance   | -4.77e-07   |
|    learning_rate        | 0.0003      |
|    loss                 | 1.19e+03    |
|    n_updates            | 1870        |
|    policy_gradient_loss | -0.0484     |
|    value_loss           | 2.34e+03    |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 43.1     |
|    ep_rew_mean     | -218     |
| time/              |          |
|    fps             | 0        |
|    iterations      | 188      |
|    time_elapsed    | 83806    |
|    total_timesteps | 24064    |
| train/             |          |
|    adaptive_beta   | 0.407    |
---------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 43.2       |
|    ep_rew_mean          | -219       |
| time/                   |            |
|    fps                  | 0          |
|    iterations           | 189        |
|    time_elapsed         | 84076      |
|    total_timesteps      | 24192      |
| train/                  |            |
|    adaptive_beta        | 0.407      |
|    approx_kl            | 0.00476322 |
|    clip_fraction        | 0.0125     |
|    clip_range           | 0.2        |
|    entropy_loss         | -10.3      |
|    explained_variance   | -2.38e-07  |
|    learning_rate        | 0.0003     |
|    loss                 | 1.46e+03   |
|    n_updates            | 1880       |
|    policy_gradient_loss | -0.0268    |
|    value_loss           | 3.01e+03   |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 43.5         |
|    ep_rew_mean          | -222         |
| time/                   |              |
